Word,Processed Result
কালাজ্বর,kalaɟbɔr
অগ্নিমন্ত্র,ɔgnimɔnt̪ro
চক্ষুরোগ,cokkʰurog
প্রত্যাখাত,prot̪t̪akʰat̪
নুর,nur
রঞ্জিত,rɔnɟit̪o
মৃৃদুগণ,mrid̪ugɔn
আতপবারণ,at̪opbaron
ব্যাজ,bæɟ
ভাষিক,bʰaʃik
আর্যামি,arɟami
সরুআ,ʃorua̯
নিয়ড়,niʲoɽ
র,rɔ
ঠিকানা,tʰikana
আস্য,aʃʃo
গজগামিনী,gɔɟgamini
বাঁশরি,baʃri
শরীকান,ʃorikan
চার্বাক,carbak
জরায়ু,ɟɔraɟɟu
প্লুতগতি,plut̪got̪i
গজচক্ষু,gɔɟcokkʰu
গাত্রানুলেপনী,gat̪ranuleponi
অনতিপক্ব,ɔnot̪ipɔkko
আহাম্মুকি,ahammuki
বকের,bɔker
ভেদন,bʰed̪on
উথলানো,ut̪ʰlano
দীর্ঘাগ্র,d̪irgʰagro
গুরুবল,gurubɔl
তাবকি,t̪abki
দো,d̪o
রহসে,rɔhoʃe
বর্ণদাসী,bɔrnod̪aʃi
ত্বক,t̪ɔk
শালপ্রাংশু,ʃalpraŋʃu
কাঁথ,kat̪ʰ
আয়োডিন,aɟɟodin
ভাড়া,bʰaɽa
অংসভার,ɔŋʃobʰar
খাট,kʰat
ছুরি,cʰuri
কাঁথা,kat̪ʰa
অঞ্চলপ্রভাব,ɔncolprobʰab
কেঁচো,keco
সলা-মন্ত্রণা,ʃɔla-mɔnt̪rona
জ্যাঠা,ɟætʰa
পাড়াগাঁয়ে,paɽagaʲe
আব্রু,abru
ধোব,d̪ʰobo
মুনকির-নকির,munkir-nokir
দনুজ,d̪onuɟ
দায়িত্ব,d̪aʲit̪t̪o
পীরোত্তর,pirot̪t̪or
নলিনি,nolini
বুড়ুটে,buɽute
লঙ্কা,lɔŋka
পিতঃ,pit̪o
ঝর্ঝর,ɟʰɔrɟʰɔr
টিকি,tiki
জনপ্রাণী,ɟɔnoprani
কুড়া,kuɽa
টোকানো,tokano
নিতবর,nit̪ɔbɔr
বাঁয়া,baʲa
আভূমি,abʰumi
ধর্মসংকর,d̪ʰɔrmoʃɔŋkɔr
নবাবযাদা,nɔbabɟad̪a
পরিপালক,poripalok
প্রতিগ্রাহী,prot̪igrahi
যশস্কাম,ɟɔʃoʃkam
ঠুলি,tʰuli
ছটফটানি,cʰɔtpʰɔtani
মার্কিন,markin
অঞ্জলিবন্ধ,ɔnɟolibɔnd̪ʰo
দাঁত,d̪at̪
বেচঈন,becin
তোহার,t̪ohar
ডাইনি,dai̯ni
সম্ভলন,ʃɔmbʰɔlon
হস্তলিপি,hɔst̪olipi
স্পন্দিত,spɔnd̪it̪o
তারিন্দা,t̪arind̪a
ঝাঁপানো,ɟʰapano
জেম্মা,ɟemma
দম্ভোল,d̪ɔmbʰol
চরিতাখ্যান,corit̪akʰkʰan
উদ্ভুট্টি,ud̪bʰutti
একদংষ্ট্র,ækd̪ɔŋʃtro
আনয়ন,anɟɔron
মূলকাণ,mulkan
কাঁচা,kaca
চটপটে,cɔtpɔte
ডাঙায়,daŋaʲ
লটক,lɔtok
নিশ্চলতা,niʃcɔlɔt̪a
খিলেন,kʰilen
বর্ষীয়া,borʃiʲa
ধনিকতন্ত্র,d̪ʰonikɔt̪ɔnt̪ro
ননদিনী,nɔnod̪ini
স্বপনময়,ʃɔponmɔʲ
বলাৎকার,bɔlat̪kar
ইস্তাহার,ist̪ahar
ঔপনিধিক,ou̯ponid̪ʰik
কতখান,kɔt̪kʰan
চমৎকারী,cɔmot̪kari
খান্দান,kʰand̪an
বিউনী,biu̯ni
দীক্ষার্থী,d̪ikkʰart̪ʰi
ধুতরা,d̪ʰut̪ra
মেষী,meʃi
বালিশ,baliʃ
উদ্বেলিত,ud̪belit̪o
পরার্থপরতা,pɔrart̪ʰopɔrɔt̪a
যথাকর্তব্য,ɟɔt̪ʰakɔrt̪obbo
নভ,nɔbʰ
দোজবরে,d̪oɟbɔre
নির্জীব,nirɟib
শর্বর,ʃɔrbɔr
আস্তিকতা,ast̪ikɔt̪a
ঝনন,ɟʰɔnon
পটাশ,pɔtaʃ
নিষ্পত্তি,niʃpot̪t̪i
দিনপাওনা,d̪inpao̯na
ভাবভোলা,bʰabbʰola
শরাবন-তহুরা,ʃɔrabon-t̪ohura
কুন্দ,kund̪o
সর্বপ্রধান,ʃɔrboprod̪ʰan
গুলন,gulon
রাত্রিপুষ্প,rat̪ripuʃpo
বায়সারি,baʲʃari
গোলাম-গর্দ্দিস,golam-gɔrd̪ord̪iʃ
বয়স্ক,bɔʲoʃko
অগ্নিবর্ণ,ɔgnibɔrno
যুগযগান্তর,ɟugoɟgant̪ɔr
সমুচ্চার্য,ʃomuccarɟo
অকালী,ɔkali
চেয়,ceɟor
ক্ষতিবৃদ্ধি,kʰot̪ibrid̪d̪ʰi
ফজল,pʰɔɟol
গতস্পৃহ,gɔt̪ospriho
কুশাঙ্গুরী,kuʃaŋguri
বিঁধা,bid̪ʰa
ভৌমজল,bʰou̯moɟɔl
অজন্মা,ɔɟonma
ঈশ্বরপরায়ণতা,iʃʃɔrpɔraʲonot̪a
বাহক,bahok
ছেলী,cʰeli
প্রমত্ততা,promot̪t̪ot̪a
নিধান,nid̪ʰan
সিরাতুল,sirat̪ul
উঠিত,utʰit̪o
মূষা,muʃa
হকিস্টিক,hokistik
বহু,bohu
অস্থানকুস্থান,ɔst̪ʰankust̪ʰan
সাজা,ʃaɟa
জ্ঞানজ্যেষ্ঠ,gænɟeʃtʰo
ফিটফিটে,pʰitpʰite
শব্দালংকার,ʃɔbd̪alɔŋkar
বুসা,buʃa
বন্দুকবাজ,bond̪ukbaɟ
তরো,t̪ɔro
পট্টজাত,pɔttoɟat̪
নির্ভয়,nirbʰɔʲ
সংযমিত,ʃɔŋɟomit̪o
পিলসুজ,pilʃuɟ
মার্জার,marɟar
বিপতি,bipot̪i
পুরুব,purub
বাঁদীপোতা,bad̪ipot̪a
ফলশ্রেষ্ঠ,pʰɔlosreʃtʰo
ঝঞ্ঝাক্ষুব্ধ,ɟʰɔnɟʰakkʰubd̪ʰo
এতেবার,et̪ebar
ঔরস্য,ou̯roʃʃo
লেকচরর,lekcɔror
নামোৎসব,namot̪ʃɔb
নিতম্ব,nit̪ɔmbo
দাঁপেচ,d̪apec
সংস্পৃষ্ট,ʃɔŋspriʃto
কেতাদুরস্ত,ket̪ad̪urɔst̪o
টাকশাল,takʃal
অধ্যাপকি,od̪d̪ʰapoki
আত্মবিনাশী,at̪t̪obinaʃi
অটোরিকশা,ɔtorikʃa
বিভাব,bibʰabo
ভূমিকুষ্মাণ্ড,bʰumikuʃmando
ধ্যানধারণা,d̪ʰænd̪ʰarona
গোপাষ্টমী,gopaʃtomi
প্রদাহিন,prod̪ahin
দীনার,d̪inar
প্রেতপক্ষ,pret̪pɔkkʰo
পাদদেশ,pad̪d̪eʃ
রাজবর্ত্ম,raɟbɔrt̪o
হসব-নসব,hɔʃob-nʃɔb
নিকৃত,nikrit̪o
পাই,pai̯
কাঠি,katʰi
সুশীলা,ʃuʃila
করোটী,kɔroti
ছাঁকনি,cʰakni
গোলকুণ্ডা,golkunda
তনুল,t̪onul
কাস্তকার,kast̪okar
গুজরৎ,guɟrɔt̪
এপার,epar
গৃহদেবতা,grihod̪ebot̪a
সংযমী,ʃɔŋɟomi
খড়্‌গপত্র,kʰɔɽgopɔt̪ro
জর্জরিত,ɟɔrɟorit̪o
অনাগম,ɔnagɔm
সৃজন,sriɟɔn
ঝোঁকানো,ɟʰokano
পরিণতি,porinot̪i
সদাচারিণী,ʃɔd̪acarini
কেয়ট,keʲot
কুরঙ্গিণী,kuroŋgini
ছোট,cʰot
দুঃখদায়ক,d̪ukkʰod̪aʲok
মহাবৃহতী,mɔhabrihot̪i
মহৌষধ,mɔhou̯ʃɔd̪ʰ
খতরা,kʰɔt̪ora
নড়বড়ে,nɔɽbɔɽe
কারদানি,kard̪ani
বর্গিরাজ,borgiraɟ
বিষাদিত,biʃad̪it̪o
রক্তগরম,rɔkt̪ogɔrɔm
পরবত,pɔrobɔt̪
"সাদি,",ʃad̪iri
চুমকি,cumki
কম্বুকণ্ঠী,kɔmbukɔntʰi
লংকাকাণ্ড,lɔŋkakando
প্রজন্ম,proɟonmo
দও,d̪ɔo̯
বতারিখ,bɔt̪arikʰ
খুড়া,kʰuɽa
ইরাবতি,irabot̪i
ঠকা,tʰɔka
চেঙ্গরা,ceŋgora
সমাবর্তন,ʃɔmabɔrt̪on
ক্ষিতিজ,kʰit̪iɟ
প্রচেতাঃ,procet̪ak
অশ্রুময়ী,osrumɟoɟori
প্রাণহরা,pranhora
খাড়া,kʰaɽa
ধানশি,d̪ʰanʃi
দুয়া,d̪uʲa
পেশগি,peʃgi
ফলাশন,pʰɔlaʃon
গৃহকর্ম,grihokɔrmo
হালখাতা,halkʰat̪a
ইন্দ্রপতন,ind̪ropɔt̪on
শোকার্ত,ʃokart̪o
শ্রীমতী,srimot̪i
ভগন্দর,bʰɔgond̪or
শোষী,ʃoʃi
অক্ষম,ɔkkʰom
কামদানি,kamd̪ani
বেদুয়িন,bed̪uʲin
আক্‌দখানি,akd̪okʰani
খুশ,kʰuʃ
ওয়ায়েজ,oʷaʲeɟ
ঠাসাঠাসি,tʰaʃatʰaʃi
বাগীশ,bagiʃ
ব্যথিত,bæt̪ʰit̪o
খড়কী,kʰɔɽki
সিন্ডিকেট,sindiket
শকাব্দ,ʃɔkabd̪o
শুকনো,ʃukno
কেন্দ্র,kend̪ro
অনাবিষ্ট,ɔnabiʃto
ছলছুতা,cʰɔlcʰut̪a
প্রসবিন্,proʃobin
ভেড়ার,bʰeɽar
বিলাতফেরত,bilat̪pʰerɔt̪
অনারাম,ɔnaram
ত্রিত্ব,t̪rit̪t̪o
ঢঙি,dʰoŋi
লিঙ্গায়েত,liŋgaʲet̪
ডিমিকি,dimiki
কটক,kɔtok
ত্রাহি,t̪rahi
বঙ্কিমবিহারী,boŋkimbihari
গনি,goni
ঝাপ্পা,ɟʰappa
রাজদণ্ড,raɟd̪ɔndo
আশিক,aʃik
পেশানি,peʃani
ত্রিপণ্ড,t̪ripɔndo
প্রতিমুহুর্ত,prot̪imuhurt̪o
জলগৃহ,ɟɔlgriho
বক্ষোজ,bokkʰeaɟ
মোকাবিলা,mokabila
কঞ্জুষপনা,kɔnɟuʃpɔna
অর্ধোচ্চারিত,ɔrd̪ʰoccarit̪o
রসূল-করীম,roʃul-korim
সুধাসমুদ্র,ʃud̪ʰaʃmud̪ro
পশ্চার্ধ,poʃcard̪ʰo
খি,kʰi
মুক্তকেশ,mukt̪okeʃ
গঙ্গা,gɔŋga
ঢাকাদেওয়া,dʰakad̪eo̯ʷa
হন্ত,hɔnt̪o
মারা,mara
শাফা,ʃapʰa
ছিষ্টিরক্ষা,cʰiʃtirɔkkʰa
আচম্বিত,acombit̪o
ব্যুৎপন্ন,but̪pɔnno
কুড়ানি,kudani
গ্রেফতার,grepʰt̪ar
মাঝীগিরি,maɟʰigiri
লাঙ্গল,laŋgol
মাতৃস্তব,mat̪rist̪ob
ডিঙা,diŋa
পত্রাঙ্ক,pɔt̪raŋko
প্রসারতা,proʃarɔt̪a
প্রচণ্ড,procondo
মেনিমুখো,menimukʰo
তরস্থান,t̪ɔrost̪ʰan
আদিত্য,ad̪it̪t̪o
ছাত্রবৃত্তি,cʰat̪robrit̪t̪i
খ্রিস্টান,kʰristan
অভিজাত্য,obʰiɟat̪t̪o
ধূপন,d̪ʰupon
মাঝখান,maɟʰkʰan
লোকান্তরিতা,lokant̪orit̪a
অসঙ্গ,ɔʃɔŋgo
বোলতা,bolt̪a
ঝোলা-মালা,ɟʰola-mala
তরুবর,t̪orubɔr
কুণ্ড,kundo
পত্তি,pot̪t̪i
ফতো,pʰɔt̪o
হত্যাকাণ্ড,hot̪t̪akando
লানত,lant̪o
সুকর,ʃukɔr
কুকুরমাছি,kukurmacʰi
খরিদ,kʰorid̪
ঊর্ধ্বপাতন,urd̪ʰopat̪on
অকল্মষ,ɔkɔlmoʃ
নেঙচানো,neŋcano
অশ্ববাহন,ɔʃʃobahon
শঙ্করস্বেদ,ʃɔŋkorʃed̪
ঢিপলা,dʰipla
জাঙ্গ,ɟaŋgo
জমাত,ɟɔmat̪
সুত,ʃut̪
ভিমরুলের,bʰimruler
দোদেল,d̪od̪el
জীবিতেশ,ɟibit̪eʃ
মাযারশরিফ,maɟarʃoripʰ
আসছে,aʃcʰe
বহিরাগমন,bohiragɔmon
ডী,di
আদুড়,ad̪udɔr
স্বার্থত্যাগী,ʃart̪ʰot̪t̪agi
শিনি,ʃini
খাসনবীশ,kʰaʃonbiʃ
ফাতরামি,pʰat̪rami
মাদৃশ,mad̪riʃ
লগ্নী,lɔgni
ডাঅর,daɔ̯r
বাতাসের,bat̪aʃer
নলচে,nɔlce
বিরুদ্ধ,birud̪d̪ʰo
স্বর্গীয়া,ʃɔrgiʲa
অমনি,ɔmoni
অডিকলন,ɔdikɔlon
গীর্ণ,girno
মায়না,maʲna
গায়েবী,gaʲebi
ভাবচ্ছবি,bʰaboccʰobi
গারি,gari
যবোদর,ɟɔbod̪ɔr
স্রাবন,srabon
অচলনীয়,ɔcoloniʲo
নিক্ষিপ্ত,nikkʰipt̪o
পূর্বপুরুষ,purbopuruʃ
এক্তিয়ার,ækt̪iʲar
বাধানো,bad̪ʰano
নেয়াল,neʲal
কীমিয়া,kimiʲa
মাননীয়েষু,manoniʲeʃu
সংশয়ী,ʃɔŋʃoɟori
মন্দভাষী,mɔnd̪obʰaʃi
পারতপক্ষে,part̪pokkʰe
নবহুঁ,nɔbohu
জোটে,ɟote
গাড়ি,gaɽi
রিপ্লে,riple
-জীবী,-ɟibi
অপ্রমেয়,ɔpromeʲo
খৈনি,kʰoi̯ni
কাপটিক,kaptik
কুঁদো,kud̪o
খতিয়ান,kʰot̪iʲan
যজ্ঞরস,ɟoggorɔʃ
অনভিলষিত,ɔnobʰiloʃit̪o
স্বাধিকার,ʃad̪ʰikar
বিচিন্ত্যমান,bicint̪oman
ফিসফিস,pʰispʰis
তেহাতি,t̪ehat̪i
আদ্দাস,ad̪d̪aʃ
জ্ঞানোদয়,gænod̪ɔʲ
ফন্দি-ফিকির,pʰond̪i-pʰikir
ডোলি,doli
নওরোজা,nɔo̯roɟa
ক্ষতিকর,kʰot̪ikɔr
ব্রতচারী,brot̪ocari
পালট,palot
ইফতার,ipʰt̪ar
চিঠি,citʰi
সহিলি,ʃohili
ছেয়াল,cʰeɟal
জ্ঞানগৌরব,gængou̯rɔb
চা-দান,ca-d̪an
ফোয়ারা,pʰoʷara
আলায়কাস্‌সালাম,alaʲkassalam
উষ্ট্রগ্রীব,uʃtrogrib
উৎপাটক,ut̪patok
পূর্ণকাম,purnokam
পয়দা,pɔʲd̪a
অবারণীয়,ɔbaroniʲo
ডিণ্ডিম,dindim
গুলিকা,gulika
অকৃতিত্ব,ɔkrit̪it̪t̪o
ভোজপুরি,bʰoɟpuri
ইঙ্গুদি,iŋgud̪i
ফসকানো,pʰɔʃkano
দাস্য,d̪aʃʃo
সংসারযাত্রা,ʃɔŋʃarɟat̪ra
ভূপাতিত,bʰupat̪it̪o
মহাপাতকী,mɔhapat̪ki
বিজয়-বৈজয়ন্তী,biɟɔʲ-boi̯ɟɔʲont̪i
সংজ্ঞা,ʃɔŋga
জুম্মা,ɟumma
কড়ার,kɔɽar
ভাষক,bʰaʃok
ক্ষয়িত,kʰoʲit̪o
শানজর,ʃanɟɔr
প্রতীহারী,prot̪ihari
ভাগ্যোদয়,bʰaggod̪ɔʲ
অপগা,ɔpoga
যকের,ɟɔker
সভারম্ভ,ʃɔbʰarɔmbʰo
অকুণ্ঠিত,ɔkuntʰit̪o
অক্ষরান্তরীকরণ,ɔkkʰorant̪orikɔron
সূচিমুখ,ʃucimukʰ
পিণ্ডী,pindi
শম্বরারি,ʃɔmborari
নর-মাদি,nɔr-mad̪i
অষ্টপ্রহর,ɔʃtoprohor
শরাব,ʃɔrab
রাজগ্রীব,raɟgrib
উমীদ,umid̪
অরতি,ɔrot̪i
কুম্ভশাল,kumbʰoʃal
সংক্রামক,ʃɔŋkramok
টনটনানি,tɔntɔnani
বিঘ্ন,bigʰno
একরার,ækrar
বিলাত,bilat̪
সৌধশিখর,ʃou̯d̪ʰoʃikʰɔr
জীবন-সংগ্রাম,ɟibɔn-ʃɔŋgram
এলমদার,elmd̪ar
আড়াআড়ি,adaa̯dadi
ফলদ,pʰɔlod̪
শুদ্ধতা,ʃud̪d̪ʰot̪a
অনতিমূল্যবান,ɔnot̪imulloban
আয়াশি,aɟaʃi
অলি,ɔli
আপাঙ্গ,apaŋgo
অপ্রতিবন্ধক,ɔprot̪ibɔnd̪ʰok
সুবর্ণময়,ʃubɔrnomɟɔro
মারলেও,marleo̯
আঁতুড়,at̪udor
হংসারূঢ়া,hɔŋʃaruɽʰa
যন্ত্রকৌশল,ɟɔnt̪rokou̯ʃɔl
তুঁত,t̪ut̪
অর্থব্যয়,ɔrt̪ʰobboɟɔro
শিল্প-রূপায়ণ,ʃilpo-rupaʲon
বিশ্রান্ত,bisrant̪o
মেজমান,meɟman
পয়,pɔʲ
জলেশ,ɟɔleʃ
আহেল,ahel
ঊনষট্টি,unoʃɔtti
নবীন,nobin
প্রাংশু,praŋʃu
পরিযান,poriɟan
পরিচালিত,poricalit̪o
কহিনী,kohini
ব্যুৎপাদক,but̪pad̪ok
ফকির,pʰokir
তুফানমেল,t̪upʰanmel
স্বরভঙ্গ,ʃɔrbʰɔŋgo
ছুতো,cʰut̪o
খঞ্জা,kʰɔnɟa
মনোবৃত্তি,monobrit̪t̪i
ঠকুরপো,tʰokurpo
ফলিতবিজ্ঞান,pʰolit̪biggæn
লাচি,laci
কাদম্বা,kad̪omba
বড়বড়ে,bɔɽobɔɽe
মুদন,mud̪on
নারীধর্ম,narid̪ʰɔrmo
বাঁদি,bad̪i
রাজীনামা,raɟinama
অঙ্গপ্রায়শ্চিত্ত,ɔŋgopraʲʃcit̪t̪o
খোরসোলা,kʰorʃola
ছবি,cʰobi
ইউরেশিয়ান,iu̯reʃiʲan
কোটরে,kotore
পূর্ণায়ুঃ,purnaʲuk
পুরাধ্যক্ষ,purad̪d̪ʰokkʰo
কিএ,kie̯
আড়া২,adara
শান্তনু,ʃant̪onu
তুহুঁ,t̪uhu
নানকপন্থি,nanokpont̪ʰi
কজ্জলী,kɔɟɟoli
জিঘাংসা,ɟigʰaŋʃa
জন্মরহস্য,ɟɔnmorɔhoʃʃo
কুশাদা,kuʃad̪a
বাশেন্দা,baʃend̪a
স্মরা,ʃɔra
অতীসার,ot̪iʃar
বস্তুমান,bost̪uman
জনকন্দিনী,ɟɔnokond̪ini
বিক্ষিপ্ত,bikkʰipt̪o
যথাযোগ্য,ɟɔt̪ʰaɟoggo
বাজিনী,baɟini
একলা-দুকলা,ækla-d̪ukla
রঙচংগা,rɔŋcɔŋga
তক্ষা,t̪okkʰa
গৌতম,gou̯t̪ɔmom
সাহেব,ʃaheb
খনখনে,kʰɔnkʰɔne
বিদ্রুম,bid̪rum
লেপ্য,leppo
দৈ,d̪oi̯
কারসাজ,karʃaɟ
মরত-ভবন,mɔrt̪o-bʰɔbon
বেদবাক্য,bed̪bakko
কাপড়ে,kapɽe
সম্প্রীতি,ʃɔmprit̪i
তুবরিকা,t̪ubrika
তহকিক,t̪ɔhokik
কালকূট,kalkut
চূচুক,cucuk
ভাগবত,bʰagbɔt̪
গৃহকপোত,grihokpot̪
আনন্তর্য,anont̪orɟo
কেটলি,ketli
খ্রিস্টধর্ম,kʰristod̪ʰɔrmo
শিল্পশালা,ʃilpoʃala
শেরকা,ʃerka
তদবস্থ,t̪ɔd̪bost̪ʰo
রায়বার,raʲbar
অপমৃত্যু,ɔpomrit̪t̪u
মাইয়াত,mai̯ʲat̪
অহল্যা,ɔholla
ঢেউয়ানো,dʰeu̯ʲano
বিঘাত,bigʰat̪
ঔর্বশেয়,ou̯rboʃeʲo
এওজ,eo̯ɟ
বাসিফুল,baʃipʰul
দুল্যমান,d̪ulloman
গায়িকা,gaʲika
রণপণ্ডিত,rɔnopɔndit̪o
সমীক্ষ্যকারিতা,ʃomikkʰokarit̪a
উদ্ধারক,ud̪d̪ʰarok
কাঁচ-পোকা,kac-poka
ডগারিয়া,dɔgariʲa
উদ্‌ঘাটক,ud̪gʰatɔk
সিদা,ʃid̪a
বিধ্বংসী,bid̪d̪ʰoŋʃi
খলীফা,kʰolipʰa
পোঁত,pot̪
ফানুশ,pʰanuʃ
সুতরাং,ʃut̪raŋ
ছাঁৎ,cʰat̪
চাকতি,cakt̪i
বিশাখ,biʃakʰ
বোরো,boro
তিয়াত্তর,t̪iʲat̪t̪or
বড়ো,bɔɽo
গৃহবিচ্ছেদ,grihobiccʰed̪
ইবাদত,ibad̪ɔt̪
কংসারি,kɔŋʃari
সূর্পণখা,ʃurponkʰa
সহৃদয়া,ʃɔhrid̪ɟɔɟa
জিন্দান,ɟind̪an
ডেকি,deki
অপরিণত,ɔporinɔt̪o
অন্তরাপত্যা,ɔnt̪orapot̪t̪a
দলই,d̪ɔli
বিমর্দক,bimɔrd̪ok
মোহররম,mohorrɔm
তাম্রগন্ধী,t̪amrogond̪ʰi
নবধাতু,nɔbod̪ʰat̪u
পুরুষালি,puruʃali
টলমল,tɔlmɔl
রবিমার্গ,robimargo
উথাল,ut̪ʰal
চিতপটাং,cit̪pɔtaŋ
ত্রিদশবধু,t̪rid̪ɔʃbod̪ʰu
তিরোভূত,t̪irobʰut̪
মনস্তাপ,mɔnost̪ap
মীর,mir
দুষ্প্রসহনীয়,d̪uʃproʃɔhoniʲo
অ্যাবোলিশ,æboliʃ
গজদন্ত,gɔɟd̪ɔnt̪o
চৌক,cou̯k
কলাবৎ,kɔlabɔt̪
পোড়াআঁ,poɽaa̯
উড়ুক্কু,uɽukku
মহোন্নতি,mɔhonnot̪i
